-72.6533,41.2117,"Faulkner's Island Lighthouse-Faulkner's Island,CT","Best seen by boat. Grounds/Tower closed. However, each fall an open house is held. (203) 453-8400"
-73.2167,41.1424,"Fayerweather Island Lighthouse-Fayerweather Island,CT","Light can be reached by walking the breakwater. Grounds open, Tower closed"
-72.9039,41.2483,"Five Mile Point Lighthouse-New Haven,CT","Grounds open, Tower/dwelling closed"
-73.6235,40.9825,"Great Captain Island Lighthouse-Great Captain Island,CT","The ferry that provides access to the island only runs during the summer and is restricted to local residents holding a park pass and their guests. Grounds open, Tower/dwelling closed"
-73.4434,41.0417,"Greens Ledge Lighthouse-Greens Ledge,CT",Best seen by boat. Tower closed
-72.343254,41.271373,"Lynde Point lighthouse-Saybrook,CT","The lighthouse is located at the end of a private road, but distant views can be had from Neponset Avenus. Grounds/Tower/dwelling closed"
-71.9894,41.3167,"Morgan Point Lighthouse-Mystic Harbor,CT","Best seen from the water. Privately owned, Grounds/Tower/dwelling closed"
-71.9664,41.3614,"Mystic Seaport Lighthouse-Mystic,CT","Located on the grounds of Mystic Seaport. Grounds open, Tower closed"
-72.08997,41.31666,"New London Harbor Lighthouse-New London,CT","Best seen from the water. Privately owned, Grounds/Tower/dwelling closed"
-72.077286,41.306121,"New London Ledge Lighthouse-New London,CT",Best seen by boat. Dwelling/Tower open during tours.(860) 445-9007
-73.3683,41.0783,"Peck Ledge Lighthouse-Norwalk Harbor,CT",Best seen by boat. Tower closed
-73.2218,41.1163,"Penfield Reef Lighthouse-Fairfield,CT",Best seen by boat. Dwelling/Tower closed
-72.34276,41.2632,"Saybrook Breakwater Lighthouse-Old Saybrook,CT",Best seen by boat. Tower closed
-73.4144,41.0526,"Sheffield Island Lighthouse-Sheffield Island,CT","Grounds open, dwelling/tower open in season. Contact Norwalk Seaport Association (203)838-944 for details"
-72.9116,41.235,"Southwest Ledge Lighthouse-New Haven,CT",Best seen by boat. Tower closed
-73.5433,41.0133,"Stamford Harbor Ledge Lighthouse-Stamford,CT","Best seen by boat. Privately owned, Tower closed"
-71.9056,41.3276,"Stonington Harbor Lighthouse-Stonington,CT","Open daily from 10 a.m. to 5 p.m., from May through October. Grounds open. Tower/dwelling open in season.  (860) 535-1440."
-73.1033,41.1517,"Stratford Point Lighthouse-Stratford Point,CT",Grounds/Tower/dwelling closed
-73.1016,41.06,"Stratford Shoal Lighthouse-Stratford Shoal,CT",Best seen by boat. Dwelling/Tower closed
-73.1803,41.1687,"Tongue Point Lighthouse-Bridgeport,CT",Tower closed
-75.5701,39.5416,"Baker Rear Range Light-Port Penn,DE",Tower closed
-75.5181,39.7201,"Bellevue Rear Range Light-Wilmington,DE",Accessed thru Cherry Island Landfill. Call (302) 764-2732 to see if visits are still permitted. Tower closed
-75.48973,39.76207,"Cherry Island Range Light-Cherry Island,DE",Grounds open. Tower closed
-75.1003,38.7972,"Delaware Breakwater Lighthouse-Cape Henlopen State Park,DE",Can be seen from Cape Henlopen State Park. Info on tours by calling (302) 644-7046. Grounds/Tower are open during special tours
-75.169,38.7896,"Delaware Breakwater Rear Range(Green Hill)Light-Lewes,DE",Remains only. Grounds open
-75.0548,38.4514,"Fenwick Island Lighthouse-Fenwick Island,DE",Grounds open. Tower closed
-75.18356,39.04816,"Fourteen Foot Bank Lighthouse-Delaware Bay,DE","Best seen from the water. Privately owned, Tower closed"
-75.09361,38.8147,"Harbor of Refuge Lighthouse-Lewes,DE",Distant view from Cape Henlopen State Park. Part of Delaware Breakwater Lighthouse tour (302) 644-7046 
-75.147,38.779,"Lightship Overfalls-Lewes,DE",Grounds open. Ship open during Jun-Aug on Fri/Sat from 10 am to 4 pm and Sun from 1 pm to 4 pm
-75.592,39.4829,"Liston Front Range Lighthouse-Fort Penn,DE",Privately owned. Grounds/Tower/dwelling closed. View from Route 9
-75.639,39.5239,"Liston Rear Range Light-Biddle's Corner,DE",Grounds/Tower/dwellings closed
-75.5031,39.76212,"Marcus Hook Rear Range Lighthouse-Gordon Heights,DE",Grounds/Tower/dwellings closed
-75.3149,38.9472,"Mispillion Lighthouse-Slaughter Beach,DE",Iron Tower has replaced the lighthouse
-75.5954,39.6423,"New Castle Range Light-New Castle,DE",Grounds/Tower/dwellings closed
-75.5898,39.4064,"Reedy Island Rear Range Light-Taylor's Bridge,DE",Grounds/Tower closed
-80.6183,24.85167,"Alligator Reef Lighthouse-Alligator Reef,FL",3 miles offshore. Best seen by boat. Tower closed
-81.442466,30.673149,"Amelia Island Lighthouse-Fernandina Beach,FL","Tours are offered on the first and third wednesdays of the month. (904) 277-7350. Grounds open during tours,tower closed"
-81.52,24.525,"American Shoal Lighthouse-American Shoals,FL",6.5 miles offshore. Best seen by boat. Tower closed
-82.8458,28.168,"Anclote Key Lighthouse-Anclote Key,FL","3 miles offshore. Assessible by boat. Grounds open, Tower closed"
-82.2635,26.7419,"Boca Grande Entrance Rear Range Light-Gasparilla Island,FL","Grounds open, Tower closed"
-80.156,25.6666,"Cape Florida Lighthouse-Key Biscayne,FL","Open for tours at 10 am and 1 pm, Thursday thru Monday. Call (305) 361-5811"
-80.5435,28.4602,"Cape Canaveral Lighthouse-Cape Canaveral,FL","Cape Canaveral AFS Tours. Grounds open during tours and the first four levels of the tower are open. Call 321-494-5945 for reservations and schedule. Tour includes admission to the Exploration Tower, Air Force Space and Missile History Center and 2 historic launch complexes."
-85.3564,29.671,"Cape San Blas Lighthouse-Cape San Blas,FL","Grounds open, Tower/dwellings closed"
-85.04685,29.5878,"Cape St George Lighthouse-Little St George Island,FL",Destroyed. Reconstructed on St George Island
-84.86284,29.66316,"Cape St George Lighthouse-St George Island,FL",Reconstruction complete. Tower is open for visitors. Call (850) 927-7744
-80.21167,25.22167,"Carysfort Reef Lighthouse-Carysfort Reef,FL",Offshore. Best seen by boat. Tower closed
-83.06533,29.09648,"Cedar Keys(Seahorse Key) Lighthouse-Seahorse Key,FL",Accessible by boat.Open to the public the first Sat in July and 3rd weekend in Oct. Grounds/dwelling/tower open during tours
-84.701007,29.827188,"Crooked River Light-Carabelle Beach,FL","Grounds open,Tower closed"
-82.920596,24.63331,"Dry Tortugas(Loggerhead Key) Lighthouse-Loggerhead Key,FL","Accessible by boat. Grounds open, Tower closed"
-82.7607,27.6003,"Egmont Key Lighthouse-Egmont Key,FL","Accessible by boat. Grounds open, Tower closed"
-80.0965,25.5899,"Fowery Rocks Lighthouse-Fowery Rocks,FL",6.5 miles offshore. Best seen by boat. Tower closed
-82.87228,24.628202,"Garden Key (Ft Jefferson) Lighthouse-Fort Jefferson,FL","Accessible by boat. Grounds open, Tower closed"
-80.0808,26.2591,"Hillsboro Inlet Lighthouse-Pompano Beach,FL","Occasional tours by Hillsboro Lighthouse Preservation Society. Grounds/Tower open,dwellings closed"
-80.082103,26.948646,"Jupiter Inlet Lighthouse-Jupiter,FL",Tours are offered Tuesday thru Sunday from 10-5. Grounds/Tower open during tours. (561) 747-8380
-80.4349,25.0872,"Key Largo Lighthouse-Key Largo,FL",Lighthouse is privately owned. Grounds/Tower closed
-81.8007,24.5506,"Key West Lighthouse-Key West,FL","Grounds/Tower/dwelling open daily, 9:30 am to 4:30 pm, (305) 294-0012"
-82.921,24.633,"Loggerhead Key Lighthouse-Loggerhead,FL",Accessible by boat.
-87.3084,30.3458,"Pensacola Lighthouse-Pensacola,FL","Grounds/Tower/dwelling open on Saturdays from Noon to 4:00 pm, May thru Oct. (850) 916-7864"
-80.9281,29.0803,"Ponce de Leon Inlet Lighthouse-Ponce Inlet,FL","Grounds/Tower/dwellings open daily 10 am until 6 pm (Labor Day until Memorial Day), 10 am until 9 pm (Mem day to Labor day),  (386) 761-1821"
-82.2608,26.7173,"Port Boca Grande(Gasparilla Island) Lighthouse-Port Boca Grande,FL","Grounds/Tower are open seven days a week November through April from noon to 4 p.m. From May through October, open Mon - Fri from 10 am to 4 pm, (941) 964-0060"
-81.8755,24.4534,"Sand Key Lighthouse-Sand Key,FL",8 miles offshore. Best seen by boat. Grounds open/Tower closed
-82.0141,26.45271,"Sanibel Island Lighthouse-Sanibel Island,FL","Grounds open, Tower/dwellings closed."
-81.111,24.6278,"Sombrero Key Lighthouse-Sombrero Key,FL",7 miles offshore. Best seen by boat. Tower closed
-81.28877,29.88548,"St Augustine Lighthouse-St Augustine Beach,FL","Grounds/Tower/dwellings, open daily at 9:00 am to 6:00 pm, July 9:00 am to 7 pm, (904) 829-0745"
-81.3981,30.3861,"St Johns Lighthouse-Mayport,FL","Mayport NAS. Grounds open by permission of Navy,Tower closed"
-81.4259,30.3935,"St Johns River Lighthouse-Mayport,FL","Mayport NAS. Grounds open by permission of Navy,Tower closed"
-85.303,29.7603,"St Joseph Point Lighthouse-Port St Joe,FL",Privately owned. Grounds/dwelling closed
-84.179,30.0739,"St Marks Lighthouse-St Marks,FL","Grounds open, Tower closed"
-80.880052,32.022681,"Cockspur Island Lighthouse-Cockspur Island,GA",Wade through marshes or a trip on a boat. Grounds/Tower open
-81.4191,30.97228,"Little Cumberland Island Lighthouse-Little Cumberland Island,GA",View by boat reqd. Access to Island is restricted to home owners and guests. Grounds/Tower closed. (912) 265-0392
-81.393585,31.134095,"Saint Simons Lighthouse-Saint Simons Island,GA","Open Mon thru Sat 10:00 am to 5:00 pm, Sun 1:30 pm to 5:00 pm. Grounds/Tower/dwelling open. (912) 638-4666"
-81.284143,31.389894,"Sapelo Island Front Range Light-Sapelo Island,GA","30 minute ferry ride and 4 hour tour of the island are reqd. Tours Sat at 9:00 am,June thru Labor Day,Fri at 8:30 am Grounds/Tower closed. (800) 864-7275"
-81.285682,31.391237,"Sapelo Island Lighthouse-Sapelo Island,GA","30 minute ferry ride and 4 hour tour of the island are reqd. Tours Sat at 9:00 am,June thru Labor Day,Fri at 8:30 am Grounds/Tower open. (800) 864-7275"
-81.084286,32.079308,"Savannah Harbor Light-Savannah,GA",Grounds open
-80.845655,32.022228,"Tybee Island Lighthouse-Tybee Island,GA","Open every day except Tuesday, from 9:00 am to 4:30 pm. Grounds/Tower/dwellings open. (912) 786-5801"
-158.1082,21.2995,"Barbers Point Lighthouse-Barbers Point,HI","Grounds open, tower closed"
-154.8135,19.5195,"Cape Kumukahi Light-Cape Kumukahi,HI","Grounds open, tower closed.Lighthouse is 6.8 miles farther down the road. Before reaching the lighthouse, the road becomes dirt and is quite rough."
-157.8107,21.2585,"Diamond Head Lighthouse-Diamond Head,HI","Grounds/dwelling/tower closed.Being part of a private residence, the lighthouse grounds are not open to the public. Good, distant views of the grounds can be had from atop the crater at Diamond Head State Monument"
-155.7734,20.249,"Kauhola Point Lighthouse-Kauhola Point,HI","Grounds open, tower closed.you can park and walk the last mile or so. "
-159.4049,22.2355,"Kilauea Lighthouse-Kilauea Point,HI","Grounds open, dwellings/tower closed.open daily from 10 a.m. to 4 p.m. and can be reached at (808) 828-1413."
-156.6813,20.875,"Lahaina Lighthouse-Lahaina Harbor,HI","Grounds open, tower closed."
-157.6522,21.3125,"Makapu'u Lighthouse-Makapu'u Head,HI","Nearby area open, tower closed. The tower and the area right around the tower are not open to the public, but you can get a great view from a point just above the lighthouse. "
-156.9699,21.2091,"Moloka'I Lighthouse-Kalaupapa Peninsula,HI","Grounds closed, tower closed. you can arrange for a tour by calling Damien Tours directly at (808) 567-6171."
-159.3361,21.9558,"Nawiliwili Lighthouse-Lihue,HI","Grounds open, tower closed. tell the guard you want to visit the Nawiliwili Lighthouse and follow the road as it skirts the airport runway, cuts through a golf course and leads you to the base of the lighthouse. "
-156.00107,19.63784,"Minor light of Hawai'i-Kailua,HI","Grounds open, tower closed.You can walk the shoreline to the light"
-155.83287,20.04145,"Minor light of Hawai'i-Kawaihae,HI","Grounds open, tower closed."
-156.06125,19.72794,"Minor light of Hawai'i-Keahole Point,HI","Grounds open, tower closed"
-155.556,20.12793,"Minor light of Hawai'i-Kukuihaele,HI",Grounds/tower closed
-155.24051,19.99379,"Minor light of Hawai'i-Laupahoehoe Point,HI","Grounds open, tower closed. "
-155.90151,20.18034,"Minor light of Hawai'i-Mahukona,HI","Grounds open, tower closed."
-155.0899,19.76224,"Minor light of Hawai'i-Pauka'a Point,HI",Grounds/tower closed
-155.0828,19.84729,"Minor light of Hawai'i-Pepe'ekeo Point,HI","Grounds open, tower closed."
-155.08621,19.72689,"Minor light of Hawai'i-Coconut Point,HI","Grounds open, tower closed."
-155.68191,18.91224,"Minor light of Hawai'i-Ka Lae,HI","Grounds open, tower closed."
-155.93601,19.47917,"Minor Light of Hawai'i-Napo'opo'p,HI","Grounds open, tower closed"
-156.6664,20.5019,"Minor light of Kaho'olawe-Kaho'olawe,HI ",Grounds/tower closed
-159.60432,21.89293,"Minor light of Kaua'i-Hanapepe,HI","Grounds open, tower closed"
-159.29556,22.14684,"Minor light of Kaua'i-Kahala Point,HI","Grounds open, tower closed"
-159.34791,21.95658,"Minor light of Kaua'i-Kukii Point,HI","Grounds open, tower closed"
-159.44421,21.86891,"Minor light of Kaua'i-Makahu'ena Point,HI","Grounds open, tower closed"
-156.99162,20.7833,"Minor light of Lana'i-Kaumalapau,HI",Grounds/tower closed
-156.8866,20.7417,"Minor light of Lana'i-Manele Bay,HI",Grounds/tower closed
-156.96496,20.73239,"Minor light of Lana'i-Palaoa Point,HI","Grounds open, tower closed"
-156.98768,20.92907,"Minor light of Lana'i-Pohakuloa Point,HI ","Grounds open, tower closed"
-156.4117,20.5836,"Minor light of Maui-Hanamanioa,HI ","Grounds open, tower closed"
-156.66622,21.004,"Minor light of Maui-Hawea Point,HI ","Grounds open, tower closed"
-156.4717,20.89,"Minor light of Maui-Kahului Harbor,HI ","Grounds open, tower closed"
-155.97901,20.75726,"Minor light of Maui-Ka'uiki Head,HI ",Grounds/tower closed
-156.5233,20.7767,"Minor light of Maui-McGregor Point,HI ","Grounds open, tower closed"
-156.49732,20.63077,"Minor light of Maui-Molokini,HI ",Grounds/tower closed
-156.5899,21.0284,"Minor light of Maui-Nakalele,HI ","Grounds open, tower closed"
-156.32143,20.94599,"Minor light of Maui-Pa'uwela Point,HI ","Grounds open, tower closed"
-157.866,21.30708,"Minor light of Oahu-Honolulu,HI ",Grounds/tower open
-158.2794,21.57429,"Minor light of Oahu-Ka'ena Point,HI ","Grounds open, tower closed"
-157.76354,21.46226,"Minor light of Oahu-Pyramid Rock,HI ",Grounds/tower closed
-87.531,41.786,"68th Street Crib(Dunne Crib) Light-Chicago,IL",Best viewed by boat. Distant view from Jackson Park Beach. Tower closed
-87.5878,41.8906,"Chicago Harbor Lighthouse-Chicago,IL",Best viewed by boat. Good view from end of Navy Pier. Tower closed
-87.6017,41.8882,"Chicago Harbor Southeast Guidewall Light-Chicago,IL",Best viewed by boat. Good view from end of Navy Pier. Tower closed
-87.545,41.8734,"Four Mile Crib Lighthouse-Chicago,IL",Best viewed by boat. Tower closed
-87.6758,42.0639,"Grosse Point Lighthouse-Evanston,IL","Tours are given on Sat and Sun at 2, 3, and 4 pm Jun thru Sep (closed Jul 4 and Labor day weekend). Grounds/Tower/dwelling open during tours. Call (847) 328-6961"
-87.8133,42.36,"Northern Waukegan Harbor Light-Waukegan,IL","You can walk the pier to the light. Grounds open, Tower closed"
-87.5717,41.9167,"William E Denver Crib Light-Chicago,IL",Locate 3 miles offshore. Best seen by boat. Tower closed
-87.5917,41.9667,"Wilson Avenue Crib Light-Montrose Harbor,IL",Best viewed by boat. Tower closed
-87.40942,41.64624,"Buffington Harbor Breakwater Light-Buffington Harbor,IN",Best seen from the water. Tower closed
-87.4933,41.7267,"Calumet Harbor Light-Calumet Harbor,IN",Best seen from the water. Tower closed
-87.32018,41.63136,"Gary Harbor Breakwater Light-Gary,IN","Best seen from the water, since the property around the pier is industrial and private. Tower closed"
-87.4414,41.6814,"Indiana Harbor East Breakwater Light-Indiana Harbor,IN","Best seen from the water, since the property around the pier is industrial and private. Tower closed"
-86.9117,41.7288,"Michigan City East Pierhead Light-Michigan City,IN",Walk the pier to the light. Tower closed
-86.9059,41.7233,"Old Michigan City Lighthouse-Michigan City,IN",Open everyday except Mondays from 1 pm to 4 pm. Grounds/Tower/dwelling open
-86.913971,41.72987,"Breakwater Light West Pierhead-Michigan City,IN",Best seen from the water. 
